Entry_ID|Name|Type|Solvent|pH
bmse000006|Adenosine triphosphate|synonym|D2O|7.4
bmse000006|Adephos|synonym|D2O|7.4
bmse000006|9-beta-D-Arabinofuranosyladenine 5'-triphosphate|synonym|D2O|7.4
bmse000006|Triphosaden|synonym|D2O|7.4
bmse000006|Adenosine 5'-triphosphate|synonym|D2O|7.4
bmse000006|ADENOSINE-5'-PHOSPHATE|synonym|D2O|7.4
bmse000006|[[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC|D2O|7.4
bmse000006|[[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000006|[[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000006|[[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000006|[[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxyphosphonic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000007|3-Phospho-D-glycerate|synonym|D2O|7.4
bmse000007|D-Glycerate 3-phosphate|synonym|D2O|7.4
bmse000007|(2R)-2-hydroxy-3-phosphonooxy-propanoic acid|IUPAC|D2O|7.4
bmse000008|D-Allose|synonym|D2O|7.4
bmse000008|(3R,4R,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000008|(3R,4R,5R,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000008|(3R,4R,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000008|(3R,4R,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000008|(3R,4R,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000010|beta-D-Fructose|synonym|D2O|7.4
bmse000010|D-arabino-Hexulose|synonym|D2O|7.4
bmse000010|D-Fructose|synonym|D2O|7.4
bmse000010|Fruit sugar|synonym|D2O|7.4
bmse000010|beta-Levulose|synonym|D2O|7.4
bmse000010|Levulose|synonym|D2O|7.4
bmse000010|(2R,3S,4R,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol|IUPAC|D2O|7.4
bmse000010|(2R,3S,4R,5R)-2,5-dimethyloltetrahydrofuran-2,3,4-triol|IUPAC_TRADITIONAL|D2O|7.4
bmse000010|(2R,3S,4R,5R)-2,5-bis(hydroxymethyl)tetrahydrofuran-2,3,4-triol|IUPAC_CAS|D2O|7.4
bmse000010|(2R,3S,4R,5R)-2,5-bis(hydroxymethyl)tetrahydrofuran-2,3,4-triol|IUPAC_OPENEYE|D2O|7.4
bmse000010|(2R,3S,4R,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000011|beta-D-Fructose 1,6-bisphosphate|synonym|D2O|7.4
bmse000011|[(2R,3S,4R,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methoxyphosphonic acid|IUPAC|D2O|7.4
bmse000011|[(2R,3S,4R,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000011|[(2R,3S,4R,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000011|[(2R,3S,4R,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000012|D-Fructose 6-phosphate|synonym|D2O|7.4
bmse000012|Neuberg ester|synonym|D2O|7.4
bmse000012|D-Fructose 6-phosphoric acid|synonym|D2O|7.4
bmse000012|[(2R,3R,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxyphosphonic acid|IUPAC|D2O|7.4
bmse000012|[(2R,3R,4S)-3,4,5-trihydroxy-5-methylol-tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000012|[(2R,3R,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000012|[(2R,3R,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]methoxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000012|[(2R,3R,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxyphosphonic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000013|alpha-D-Galactose|synonym|D2O|7.4
bmse000013|(2S,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000013|(2S,3R,4S,5S,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000013|(2S,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000013|(2S,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000015|D-Glucose|synonym|D2O|7.4
bmse000015|Glucose|synonym|D2O|7.4
bmse000015|.alpha.-D-Glucose|synonym|D2O|7.4
bmse000015|alpha-Dextrose|synonym|D2O|7.4
bmse000015|alpha-D-Glucopyranose|synonym|D2O|7.4
bmse000015|alpha-D-Glucose|synonym|D2O|7.4
bmse000015|Dextrose|synonym|D2O|7.4
bmse000015|D-gluco-hexose|synonym|D2O|7.4
bmse000015|D-gluose|synonym|D2O|7.4
bmse000015|glucoses|synonym|D2O|7.4
bmse000015|Grape sugar|synonym|D2O|7.4
bmse000015|Corn sugar|synonym|D2O|7.4
bmse000015|D-(3H)Glucose|synonym|D2O|7.4
bmse000015|D-Glucose-1-C-t|synonym|D2O|7.4
bmse000015|D-Glucose-5-C-tD-glucose [MeSH: Glucose]|synonym|D2O|7.4
bmse000015|Glucopyranose, alpha-D-|synonym|D2O|7.4
bmse000015|(2S,3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000015|(2S,3R,4S,5R,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000015|(2S,3R,4S,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000015|(2S,3R,4S,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000016|beta-D-Glucose 6-phosphate|synonym|D2O|7.4
bmse000016|[(2R,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]methoxyphosphonic acid|IUPAC|D2O|7.4
bmse000016|[(2R,3R,4S,5R,6R)-3,4,5,6-tetrahydroxytetrahydropyran-2-yl]methoxyphosphonic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000016|[(2R,3R,4S,5R,6R)-3,4,5,6-tetrahydroxytetrahydropyran-2-yl]methoxyphosphonic acid|IUPAC_CAS|D2O|7.4
bmse000016|[(2R,3R,4S,5R,6R)-3,4,5,6-tetrahydroxytetrahydropyran-2-yl]methoxyphosphonic acid|IUPAC_OPENEYE|D2O|7.4
bmse000017|4-(alpha-D-Glucosido)-D-glucose|synonym|D2O|7.4
bmse000017|4-(alpha-D-Glucopyranosido)-alpha-glucopyranose|synonym|D2O|7.4
bmse000017|Finetose|synonym|D2O|7.4
bmse000017|D-Maltose|synonym|D2O|7.4
bmse000017|MALTOSE|synonym|D2O|7.4
bmse000017|4-O-alpha-D-Glucopyranosyl-D-glucose|synonym|D2O|7.4
bmse000017|Maltobiose|synonym|D2O|7.4
bmse000017|1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose|synonym|D2O|7.4
bmse000017|Sunmalt S|synonym|D2O|7.4
bmse000017|D-Glucose, 4-O-alpha-D-glucopyranosyl-|synonym|D2O|7.4
bmse000017|Malt sugar|synonym|D2O|7.4
bmse000017|Cextromaltose|synonym|D2O|7.4
bmse000017|Sunmalt|synonym|D2O|7.4
bmse000017|Advanctose 100|synonym|D2O|7.4
bmse000017|Maltose, pure|synonym|D2O|7.4
bmse000017|Maltodiose|synonym|D2O|7.4
bmse000017|Finetose F|synonym|D2O|7.4
bmse000017|D-(+)-Maltose|synonym|D2O|7.4
bmse000017|Maltose|synonym|D2O|7.4
bmse000017|(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-oxane-3,4,5-triol|IUPAC|D2O|7.4
bmse000017|(2R,3R,4S,5R,6R)-2-methylol-6-[(2R,3R,4S,5R,6R)-4,5,6-trihydroxy-2-methylol-tetrahydropyran-3-yl]oxy-tetrahydropyran-3,4,5-triol|IUPAC_TRADITIONAL|D2O|7.4
bmse000017|(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-tetrahydropyran-3,4,5-triol|IUPAC_CAS|D2O|7.4
bmse000017|(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-tetrahydropyran-3,4,5-triol|IUPAC_OPENEYE|D2O|7.4
bmse000017|(3R,4S,5R,6R)-6-(hydroxymethyl)-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-oxane-2,3,4-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000018|D(+)-Mannose|synonym|D2O|7.4
bmse000018|(+)-Mannose|synonym|D2O|7.4
bmse000018|Carubinose|synonym|D2O|7.4
bmse000018|D-MANNOSE|synonym|D2O|7.4
bmse000018|Seminose|synonym|D2O|7.4
bmse000018|Mannose|synonym|D2O|7.4
bmse000018|Mannose, D-|synonym|D2O|7.4
bmse000018|D-Mannose|synonym|D2O|7.4
bmse000018|(3S,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000018|(3S,4S,5R,6R)-6-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000018|(3S,4S,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000018|(3S,4S,5R,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000019|D-Ornithine|synonym|D2O|7.4
bmse000019|(2R)-2,5-diaminopentanoic acid|IUPAC|D2O|7.4
bmse000019|(2R)-2,5-diaminopentanoic acid|IUPAC_TRADITIONAL|D2O|7.4
bmse000019|(2R)-2,5-diaminopentanoic acid|IUPAC_CAS|D2O|7.4
bmse000019|(2R)-2,5-diaminopentanoic acid|IUPAC_OPENEYE|D2O|7.4
bmse000019|(2R)-2,5-diaminopentanoic acid|IUPAC_SYSTEMATIC|D2O|7.4
bmse000020|D-Altrulose|synonym|D2O|7.4
bmse000020|D-ribo-2-Hexulose|synonym|D2O|7.4
bmse000020|D-Psicose|synonym|D2O|7.4
bmse000020|D-Pseudofructose|synonym|D2O|7.4
bmse000020|D-Allulose|synonym|D2O|7.4
bmse000020|D-erythro-Hexulose|synonym|D2O|7.4
bmse000020|D-ribo-2-Ketohexulose|synonym|D2O|7.4
bmse000020|(3R,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000020|(3R,4R,5R)-2-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000020|(3R,4R,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000020|(3R,4R,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000020|(3R,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000022|D-Sorbose|synonym|D2O|7.4
bmse000022|D-xylo-Hexulose|synonym|D2O|7.4
bmse000022|(3R,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000022|(3R,4S,5R)-2-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000022|(3R,4S,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000022|(3R,4S,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000022|(3R,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000023|lyxo-Hexulose|synonym|D2O|7.4
bmse000023|D-Tagatose|synonym|D2O|7.4
bmse000023|(3S,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000023|(3S,4S,5R)-2-methyloltetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000023|(3S,4S,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000023|(3S,4S,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000023|(3S,4S,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000025|(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate|synonym|D2O|7.4
bmse000025|D-threo-Isocitric acid|synonym|D2O|7.4
bmse000025|(1R,2S)-1-hydroxypropane-1,2,3-tricarboxylic acid|IUPAC|D2O|7.4
bmse000026|(D)-XYLOSE|synonym|D2O|7.4
bmse000026|(+)-Xylose|synonym|D2O|7.4
bmse000026|D-Xylose|synonym|D2O|7.4
bmse000026|Xylose|synonym|D2O|7.4
bmse000026|Xylo-Pfan|synonym|D2O|7.4
bmse000026|2,3,4,5-Tetrahydroxypentanal|synonym|D2O|7.4
bmse000026|Xylose, pure|synonym|D2O|7.4
bmse000026|Xylose, D-|synonym|D2O|7.4
bmse000026|Xylose (VAN)|synonym|D2O|7.4
bmse000026|Wood sugar|synonym|D2O|7.4
bmse000026|(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol|IUPAC|D2O|7.4
bmse000026|(2S,3R,4S,5R)-tetrahydropyran-2,3,4,5-tetrol|IUPAC_TRADITIONAL|D2O|7.4
bmse000026|(2S,3R,4S,5R)-tetrahydropyran-2,3,4,5-tetrol|IUPAC_CAS|D2O|7.4
bmse000026|(2S,3R,4S,5R)-tetrahydropyran-2,3,4,5-tetrol|IUPAC_OPENEYE|D2O|7.4
bmse000026|(2S,3R,4S,5R)-oxane-2,3,4,5-tetrol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000027|D-Lyxulose|synonym|D2O|7.4
bmse000027|D-threo-Pentulose|synonym|D2O|7.4
bmse000027|D-Xylulose|synonym|D2O|7.4
bmse000027|(3S,4R)-2-(hydroxymethyl)oxolane-2,3,4-triol|IUPAC|D2O|7.4
bmse000027|(3S,4R)-2-methyloltetrahydrofuran-2,3,4-triol|IUPAC_TRADITIONAL|D2O|7.4
bmse000027|(3S,4R)-2-(hydroxymethyl)tetrahydrofuran-2,3,4-triol|IUPAC_CAS|D2O|7.4
bmse000027|(3S,4R)-2-(hydroxymethyl)tetrahydrofuran-2,3,4-triol|IUPAC_OPENEYE|D2O|7.4
bmse000027|(3S,4R)-2-(hydroxymethyl)oxolane-2,3,4-triol|IUPAC_SYSTEMATIC|D2O|7.4
bmse000028|L-S-Aminopropionic acid|synonym|D2O|7.4
bmse000028|ALANINE, L-|synonym|D2O|7.4
bmse000028|L-Alanine|synonym|D2O|7.4
bmse000028|Propanoic acid, 2-amino-, (S)-|synonym|D2O|7.4
bmse000028|L-2-Aminopropionic acid|synonym|D2O|7.4
bmse000028|Alaninum [Latin]|synonym|D2O|7.4
bmse000028|(S)-Alanine|synonym|D2O|7.4
bmse000028|alpha-Aminopropionic acid|synonym|D2O|7.4
bmse000028|L-alpha-Alanine|synonym|D2O|7.4
bmse000028|Alanine|synonym|D2O|7.4
bmse000028|L-alpha-Aminopropionic acid|synonym|D2O|7.4
bmse000028|2-Aminopropionic acid|synonym|D2O|7.4
bmse000028|L-2-Aminopropionsaeure|synonym|D2O|7.4
bmse000028|2-Aminopropanoic acid, L-|synonym|D2O|7.4
bmse000028|(L)-Alanine|synonym|D2O|7.4
bmse000028|L-2-Aminopropanoic acid|synonym|D2O|7.4
bmse000028|Alanina [DCIT,Spanish]|synonym|D2O|7.4
bmse000028|L-(+)-Alanine|synonym|D2O|7.4
bmse000028|Alanine (VAN)|synonym|D2O|7.4
bmse000028|(S)-alpha-Aminopropionsaeure|synonym|D2O|7.4
bmse000028|(S)-2-Aminopropanoic acid|synonym|D2O|7.4
bmse000028|(S)-2-Aminopropionsaeure|synonym|D2O|7.4
bmse000028|(2S)-2-aminopropanoic acid|IUPAC|D2O|7.4
bmse000029|L-(+)-Arginine|synonym|D2O|7.4
bmse000029|(S)-2-Amino-5-guanidinovaleric acid|synonym|D2O|7.4
bmse000029|L-Arginine|synonym|D2O|7.4
bmse000029|(S)-2-Amino-5-((aminoiminomethyl)amino)pentanoic acid|synonym|D2O|7.4
bmse000029|L-Ornithine, N5-(aminoiminomethyl)-|synonym|D2O|7.4
bmse000029|(L)-Arginine|synonym|D2O|7.4
